case_id,scenario,length,run,algorithm,build_time_ms,query_time_ms,total_time_ms,peak_memory_kib,build_peak_memory_kib,query_peak_memory_kib,query_extra_memory_kib,index_size_kib,lcs_length
disjoint_alphabet_n100_c4,disjoint_alphabet,100,73,Enhanced Suffix Array,0.8105,0.0682,0.8787,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,74,Suffix Automaton,0.2868,0.0386,0.3254,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,74,Enhanced Suffix Array,0.502,0.0399,0.5419,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,75,Suffix Automaton,0.2743,0.0393,0.3136,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,75,Enhanced Suffix Array,0.5151,0.0423,0.5574,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,76,Suffix Automaton,0.276,0.0375,0.3135,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,76,Enhanced Suffix Array,0.4944,0.039,0.5334,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,77,Suffix Automaton,0.2924,0.0414,0.3338,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,77,Enhanced Suffix Array,0.51,0.0402,0.5502,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,78,Suffix Automaton,0.2684,0.0368,0.3052,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,78,Enhanced Suffix Array,0.5923,0.0428,0.6351,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,79,Suffix Automaton,0.2899,0.0391,0.329,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,79,Enhanced Suffix Array,0.5036,0.04,0.5436000000000001,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,80,Suffix Automaton,0.2811,0.0397,0.32080000000000003,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,80,Enhanced Suffix Array,0.5174,0.0426,0.5599999999999999,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,81,Suffix Automaton,0.2792,0.037,0.3162,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,81,Enhanced Suffix Array,0.4892,0.0394,0.5286000000000001,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,82,Suffix Automaton,0.3269,0.0396,0.36650000000000005,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,82,Enhanced Suffix Array,0.5079,0.0409,0.5488000000000001,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,83,Suffix Automaton,0.262,0.0367,0.2987,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,83,Enhanced Suffix Array,0.5224,0.0442,0.5666,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,84,Suffix Automaton,0.2874,0.0392,0.3266,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,84,Enhanced Suffix Array,0.5008,0.0398,0.5406,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,85,Suffix Automaton,0.5311,0.0413,0.5724,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,85,Enhanced Suffix Array,0.5165,0.0421,0.5586,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,86,Suffix Automaton,0.2757,0.0387,0.3144,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,86,Enhanced Suffix Array,0.5479,0.0418,0.5897,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,87,Suffix Automaton,0.2853,0.0393,0.3246,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,87,Enhanced Suffix Array,0.5042,0.0408,0.5449999999999999,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,88,Suffix Automaton,0.2701,0.0372,0.3073,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,88,Enhanced Suffix Array,0.5157,0.0421,0.5578000000000001,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,89,Suffix Automaton,0.285,0.0392,0.3242,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,89,Enhanced Suffix Array,0.4993,0.0398,0.5391,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,90,Suffix Automaton,0.2981,0.0403,0.3384,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,90,Enhanced Suffix Array,0.5163,0.0419,0.5582,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,91,Suffix Automaton,0.2745,0.0386,0.31310000000000004,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,91,Enhanced Suffix Array,0.5144,0.0426,0.5569999999999999,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,92,Suffix Automaton,0.2856,0.0386,0.32420000000000004,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,92,Enhanced Suffix Array,0.5045,0.0407,0.5451999999999999,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,93,Suffix Automaton,0.2691,0.0378,0.3069,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,93,Enhanced Suffix Array,0.5208,0.0426,0.5634,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,94,Suffix Automaton,0.2856,0.0395,0.3251,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,94,Enhanced Suffix Array,0.6411,0.0695,0.7106,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,95,Suffix Automaton,0.2866,0.0383,0.3249,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,95,Enhanced Suffix Array,0.506,0.0405,0.5465,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,96,Suffix Automaton,0.2647,0.0374,0.3021,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,96,Enhanced Suffix Array,0.5231,0.0422,0.5653,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,97,Suffix Automaton,0.2796,0.0378,0.3174,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,97,Enhanced Suffix Array,0.4963,0.0394,0.5357000000000001,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,98,Suffix Automaton,0.2853,0.0388,0.3241,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,98,Enhanced Suffix Array,0.5093,0.0412,0.5505,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,99,Suffix Automaton,0.2629,0.0375,0.3004,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,99,Enhanced Suffix Array,0.5308,0.0438,0.5746,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,100,Suffix Automaton,0.284,0.0383,0.3223,15.4296875,15.15625,15.4296875,0.59375,33.240234375,0
disjoint_alphabet_n100_c4,disjoint_alphabet,100,100,Enhanced Suffix Array,0.4967,0.04,0.5367,5.556640625,5.556640625,4.197265625,0.59375,9.037109375,0
random_uniform_n100_c5,random_uniform,100,1,Suffix Automaton,0.6557,0.0914,0.7471,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,1,Enhanced Suffix Array,0.5192,0.0772,0.5964,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,2,Suffix Automaton,0.2585,0.0744,0.3329,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,2,Enhanced Suffix Array,0.6311,0.1153,0.7464,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,3,Suffix Automaton,0.2738,0.0788,0.35259999999999997,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,3,Enhanced Suffix Array,0.514,0.0742,0.5882000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,4,Suffix Automaton,0.2466,0.0745,0.3211,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,4,Enhanced Suffix Array,0.5189,0.077,0.5959,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,5,Suffix Automaton,0.26,0.0759,0.3359,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,5,Enhanced Suffix Array,0.524,0.0729,0.5969,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,6,Suffix Automaton,0.2708,0.0788,0.34959999999999997,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,6,Enhanced Suffix Array,0.5195,0.0771,0.5966,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,7,Suffix Automaton,0.253,0.0753,0.32830000000000004,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,7,Enhanced Suffix Array,0.8105,0.1203,0.9308,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,8,Suffix Automaton,0.2682,0.0784,0.3466,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,8,Enhanced Suffix Array,0.5106,0.0758,0.5864,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,9,Suffix Automaton,0.2578,0.0778,0.33559999999999995,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,9,Enhanced Suffix Array,0.5229,0.0768,0.5997,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,10,Suffix Automaton,0.2605,0.0757,0.3362,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,10,Enhanced Suffix Array,0.5019,0.0729,0.5748,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,11,Suffix Automaton,0.2783,0.0803,0.3586,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,11,Enhanced Suffix Array,0.5129,0.0745,0.5874,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,12,Suffix Automaton,0.2473,0.0744,0.3217,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,12,Enhanced Suffix Array,0.5921,0.1031,0.6951999999999999,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,13,Suffix Automaton,0.2728,0.0797,0.3525,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,13,Enhanced Suffix Array,0.5112,0.0757,0.5869,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,14,Suffix Automaton,0.4403,0.1227,0.5630000000000001,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,14,Enhanced Suffix Array,0.5254,0.0784,0.6038,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,15,Suffix Automaton,0.2607,0.0772,0.3379,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,15,Enhanced Suffix Array,0.5667,0.0772,0.6439,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,16,Suffix Automaton,0.2713,0.0782,0.3495,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,16,Enhanced Suffix Array,0.5078,0.0743,0.5821000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,17,Suffix Automaton,0.2481,0.0742,0.3223,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,17,Enhanced Suffix Array,0.5228,0.0781,0.6009,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,18,Suffix Automaton,0.2592,0.077,0.3362,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,18,Enhanced Suffix Array,0.5339,0.0734,0.6073000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,19,Suffix Automaton,0.272,0.0794,0.35140000000000005,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,19,Enhanced Suffix Array,0.5191,0.0759,0.595,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,20,Suffix Automaton,0.2583,0.075,0.3333,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,20,Enhanced Suffix Array,0.8439,0.0934,0.9373,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,21,Suffix Automaton,0.2671,0.0777,0.3448,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,21,Enhanced Suffix Array,0.5079,0.0747,0.5826,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,22,Suffix Automaton,0.2629,0.0791,0.342,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,22,Enhanced Suffix Array,0.5154,0.0772,0.5926,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,23,Suffix Automaton,0.2568,0.0753,0.33209999999999995,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,23,Enhanced Suffix Array,0.4916,0.0733,0.5649,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,24,Suffix Automaton,0.2719,0.0786,0.3505,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,24,Enhanced Suffix Array,0.5097,0.0745,0.5842,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,25,Suffix Automaton,0.2474,0.0753,0.3227,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,25,Enhanced Suffix Array,0.5293,0.0795,0.6088,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,26,Suffix Automaton,0.2752,0.0805,0.3557,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,26,Enhanced Suffix Array,0.5095,0.0735,0.583,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,27,Suffix Automaton,0.5108,0.1838,0.6946,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,27,Enhanced Suffix Array,0.5212,0.0772,0.5984,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,28,Suffix Automaton,0.2573,0.0762,0.33349999999999996,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,28,Enhanced Suffix Array,0.5205,0.0778,0.5982999999999999,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,29,Suffix Automaton,0.27,0.0779,0.3479,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,29,Enhanced Suffix Array,0.5062,0.0736,0.5798,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,30,Suffix Automaton,0.2531,0.0744,0.3275,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,30,Enhanced Suffix Array,0.5391,0.0788,0.6179,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,31,Suffix Automaton,0.2714,0.0766,0.348,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,31,Enhanced Suffix Array,0.4968,0.073,0.5698,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,32,Suffix Automaton,0.2969,0.0828,0.3797,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,32,Enhanced Suffix Array,0.5255,0.0795,0.605,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,33,Suffix Automaton,0.2624,0.0759,0.33830000000000005,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,33,Enhanced Suffix Array,0.7798,0.1227,0.9025000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,34,Suffix Automaton,0.271,0.0781,0.3491,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,34,Enhanced Suffix Array,0.5088,0.074,0.5828,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,35,Suffix Automaton,0.263,0.0819,0.3449,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,35,Enhanced Suffix Array,0.5203,0.0775,0.5978,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,36,Suffix Automaton,0.2598,0.0762,0.33599999999999997,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,36,Enhanced Suffix Array,0.4989,0.0732,0.5721,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,37,Suffix Automaton,0.2772,0.0799,0.3571,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,37,Enhanced Suffix Array,0.5114,0.0752,0.5866,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,38,Suffix Automaton,0.2501,0.0749,0.32499999999999996,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,38,Enhanced Suffix Array,0.5403,0.0801,0.6204000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,39,Suffix Automaton,0.2741,0.08,0.3541,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,39,Enhanced Suffix Array,0.512,0.0745,0.5865,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,40,Suffix Automaton,0.3366,0.1762,0.5128,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,40,Enhanced Suffix Array,0.5234,0.0772,0.6006,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,41,Suffix Automaton,0.261,0.0758,0.3368,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,41,Enhanced Suffix Array,0.5063,0.0742,0.5805,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,42,Suffix Automaton,0.269,0.0791,0.3481,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,42,Enhanced Suffix Array,0.5077,0.0749,0.5826,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,43,Suffix Automaton,0.2534,0.0738,0.32720000000000005,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,43,Enhanced Suffix Array,0.5373,0.0786,0.6159,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,44,Suffix Automaton,0.2719,0.0795,0.3514,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,44,Enhanced Suffix Array,0.516,0.0769,0.5929,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,45,Suffix Automaton,0.2741,0.0807,0.3548,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,45,Enhanced Suffix Array,0.5187,0.0779,0.5966,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,46,Suffix Automaton,0.2554,0.0743,0.3297,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,46,Enhanced Suffix Array,0.6837,0.0813,0.765,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,47,Suffix Automaton,0.2713,0.0787,0.35,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,47,Enhanced Suffix Array,0.5122,0.0742,0.5864,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,48,Suffix Automaton,0.2702,0.079,0.3492,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,48,Enhanced Suffix Array,0.5191,0.077,0.5961,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,49,Suffix Automaton,0.2589,0.0752,0.3341,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,49,Enhanced Suffix Array,0.5006,0.0726,0.5732,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,50,Suffix Automaton,0.2695,0.0799,0.34940000000000004,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,50,Enhanced Suffix Array,0.5162,0.0756,0.5918,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,51,Suffix Automaton,0.2461,0.0729,0.319,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,51,Enhanced Suffix Array,0.5343,0.0785,0.6128,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,52,Suffix Automaton,0.2748,0.0809,0.3557,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,52,Enhanced Suffix Array,0.5065,0.0736,0.5801,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,53,Suffix Automaton,0.3544,0.161,0.5154,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,53,Enhanced Suffix Array,0.5285,0.0783,0.6068,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,54,Suffix Automaton,0.2618,0.0765,0.3383,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,54,Enhanced Suffix Array,0.5679,0.0802,0.6480999999999999,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,55,Suffix Automaton,0.2709,0.0774,0.34829999999999994,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,55,Enhanced Suffix Array,0.5087,0.0741,0.5828,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,56,Suffix Automaton,0.2532,0.0749,0.32809999999999995,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,56,Enhanced Suffix Array,0.521,0.0782,0.5992000000000001,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,57,Suffix Automaton,0.2597,0.0754,0.33509999999999995,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
random_uniform_n100_c5,random_uniform,100,57,Enhanced Suffix Array,0.5296,0.0731,0.6027,5.556640625,5.556640625,4.9375,1.333984375,9.037109375,2
random_uniform_n100_c5,random_uniform,100,58,Suffix Automaton,0.2741,0.0793,0.3534,15.201171875,14.1875,15.201171875,1.333984375,32.5859375,2
